1
152.86	0.08017
154.36	0.08349
155.76	0.08571
156.96	0.08781
158.36	0.08989
159.76	0.09412
161.26	0.0955
162.66	0.10085
163.96	0.10332
165.16	0.10615
166.36	0.1117
167.76	0.11583
169.16	0.1202
170.56	0.12527
171.96	0.1297
173.46	0.13391
174.86	0.1353
176.36	0.14003
177.96	0.14457
179.16	0.14758
180.56	0.15161
182.06	0.15556
183.66	0.16084
184.96	0.1655
186.56	0.16916
188.06	0.17444
189.56	0.18091
190.96	0.18431
192.46	0.18724
193.96	0.18981
195.36	0.1937
196.66	0.19739
198.06	0.1989
201.06	0.20164
202.36	0.20154
203.86	0.20221
205.26	0.20143
206.66	0.19846
208.06	0.19565
209.46	0.19127
211.06	0.18427
212.36	0.18229
213.86	0.17655
215.46	0.17041
216.86	0.16309
218.36	0.15688
219.96	0.15088
220.86	0.14738
222.26	0.1417
223.76	0.14045
225.26	0.13457
226.66	0.13332
228.16	0.12877
229.56	0.12586
231.06	0.12349
232.66	0.1219
234.26	0.12124
235.56	0.12085
236.96	0.11966
238.36	0.11999
239.86	0.12071
241.46	0.11933
242.56	0.11906
243.86	0.12038
245.36	0.12263
246.76	0.12263
248.26	0.12461
249.76	0.12487
251.16	0.12778
252.66	0.13048
254.06	0.13312
255.56	0.13662
256.96	0.14051
258.36	0.14546
259.96	0.14983
261.46	0.15551
262.76	0.16041
264.06	0.16472
266.66	0.1732
267.36	0.1781
268.56	0.18029
269.96	0.18361
271.26	0.18658
272.86	0.18995
274.16	0.19081
275.56	0.19127
276.96	0.19041
278.36	0.1879
279.76	0.18322
281.16	0.17497
282.46	0.16645
284.06	0.15345
285.46	0.14467
286.86	0.13662
288.36	0.12969
289.76	0.12144
291.26	0.10963
292.66	0.0955
294.06	0.07966
295.46	0.06535
296.96	0.05332
298.36	0.04357
299.76	0.03544
301.16	0.02977
