1
288.96	1.616
290.46	1.607
293.16	1.58
296.06	1.556
297.36	1.543
298.96	1.528
300.36	1.517
301.76	1.5
303.16	1.489
304.46	1.474
305.86	1.46
307.26	1.445
308.76	1.431
310.26	1.415
311.56	1.4
313.06	1.383
314.26	1.366
315.76	1.348
317.06	1.328
318.46	1.304
320.06	1.274
321.26	1.239
322.76	1.197
324.06	1.143
325.36	1.077
327.06	0.9843
328.36	0.869
329.96	0.7209
331.36	0.5638
333.06	0.3894
334.46	0.2667
335.66	0.1757
337.06	0.1105
338.56	0.06554
340.26	0.04078
341.46	0.02509
